country,product,entitlement_period,marketing_channel,family_type,hourspendonapp,promo_applied,cross_sell_flag,customer_support__satisfaction,usage_frequency_per_day,asp,previous_year_retention,retention_rate_yr_1,quarter
India,p2,Annual,Offline,N,Medium,N,N,4,2.0,14.99,75.68506452,70.56,2020Q1
Japan,p1,Monthly,Offline,N,Medium,N,N,4,5.0,19.08,85.9751011,79.76,2020Q3
India,p1,Annual,Offline,N,Low,Y,N,3,6.0,5.5,76.53457279,71.4378,2020Q3
USA,p1,Annual,Offline,Y,Medium,Y,Y,3,4.0,51.3107,80.15501104,80.08,2020Q2
India,p1,Annual,Digital,Y,High,Y,N,5,3.0,14.1155,64.40651812,63.3285,2019Q4
Japan,p1,Bi-annual,Offline,N,High,N,N,2,5.010964545,40.0161065,86.76170474,80.99794088,2019Q2
Japan,p1,Bi-annual,Digital,Y,High,N,N,1,6.711990879,28.2183503,88.5430584,86.32970542,2019Q2
Japan,p1,Bi-annual,Digital,N,High,N,N,4,5.33704327,17.52399617,77.45556614,77.69306829,2019Q1
India,p2,Monthly,Offline,Y,Medium,Y,Y,5,6.0,12.0807,79.4068804,79.18,2020Q1
India,p2,Annual,Offline,N,High,Y,Y,3,6.018948581,13.38290858,73.39883078,75.27972889,2018Q4
India,p1,Monthly,Offline,Y,High,N,N,3,4.0,11.49,76.00482449,69.09,2020Q1
Japan,p1,Monthly,Offline,N,Low,N,N,4,6.0,17.15,80.64385204,81.2,2020Q2
Japan,p1,Monthly,Offline,N,Medium,N,Y,4,5.0,17.99,81.23382693,82.5,2020Q1
USA,p2,Annual,Digital,Y,Medium,N,Y,2,4.0,88.09,80.02650219,78.9,2020Q3
India,p1,Annual,Digital,N,Low,N,N,5,3.0,5.9,60.26487252,62.89,2019Q4
Japan,p1,Annual,Offline,N,High,N,N,5,4.997576428,29.636855,88.07649286,82.83784937,2018Q4
USA,p2,Annual,Digital,Y,High,Y,Y,4,5.0,84.5806,81.91984776,85.34,2020Q2
USA,p2,Annual,Offline,Y,Low,Y,N,5,4.991109616,48.11392571,82.48993185,79.64476749,2019Q1
Japan,p2,Monthly,Digital,Y,Medium,N,N,3,5.0,49.6,84.58135463,83.2,2020Q3
India,p1,Monthly,Offline,N,Low,N,N,3,4.0,6.99,63.77145779,64.68,2020Q1
USA,p2,Annual,Digital,Y,Medium,N,N,3,5.0,91.94,76.7091689,76.45,2020Q2
USA,p2,Annual,Digital,N,High,N,Y,5,6.0,39.04,79.9612966,81.95,2019Q4
India,p2,Annual,Digital,N,Low,Y,Y,5,2.051841694,8.318204781,64.95345238,64.74005492,2019Q2
USA,p1,Annual,Digital,N,Low,N,N,5,3.002714542,17.65698476,69.54537752,74.37251059,2018Q4
Japan,p1,Monthly,Offline,N,High,N,Y,4,4.0,17.99,73.79100987,83.5,2020Q1
USA,p2,Monthly,Digital,Y,Low,Y,Y,2,5.0,97.191,84.73833992,81.95,2020Q1
USA,p1,Monthly,Offline,N,Medium,Y,Y,3,5.0,26.6807,84.03988449,75.575,2020Q3
India,p2,Annual,Offline,Y,Medium,N,Y,4,4.0,9.28,73.21992528,76.62,2020Q2
USA,p1,Annual,Offline,N,Medium,N,Y,4,4.005951522,48.70929258,80.51282068,75.27502852,2019Q1
USA,p2,Annual,Digital,Y,Low,N,N,4,6.0,88.05,80.55728502,79.605,2019Q4
USA,p1,Monthly,Digital,N,Low,N,Y,5,2.989612597,10.0175474,66.1644841,70.39097226,2019Q2
Japan,p2,Monthly,Offline,N,High,N,N,2,5.007890853,26.59291608,71.35772707,87.61864268,2019Q1
USA,p2,Monthly,Digital,N,High,N,Y,5,4.012353089,25.0352929,82.6522853,76.54123229,2019Q2
USA,p1,Annual,Offline,N,Low,N,Y,2,5.0,24.83,74.66056679,74.16,2019Q4
Japan,p2,Monthly,Digital,Y,Medium,N,N,1,5.0,47.83,88.77841255,83.99,2020Q3
India,p2,Monthly,Digital,Y,High,Y,N,1,3.0,10.7206,77.992436,73.1672,2020Q3
India,p2,Monthly,Offline,N,High,Y,N,5,5.0,16.191,81.84059357,78.694,2020Q1
USA,p1,Monthly,Digital,N,Low,N,Y,4,3.998307172,37.11697943,77.07281604,73.26452936,2018Q4
USA,p2,Annual,Offline,N,Low,N,Y,3,5.0,39.99,84.93423293,79.5,2020Q1
India,p1,Monthly,Digital,Y,High,N,Y,5,2.0,11.49,67.05046946,66.0,2020Q1
India,p2,Monthly,Digital,N,Low,N,N,5,3.0,17.51,64.52539289,65.895,2020Q2
USA,p2,Monthly,Digital,N,High,Y,Y,5,6.0,43.6406,79.95612062,83.62,2020Q2
Japan,p2,Bi-annual,Offline,Y,Low,N,Y,3,3.989312753,20.24707341,81.53910856,80.91268755,2019Q2
India,p2,Monthly,Offline,N,Low,Y,N,5,4.014129692,12.95556295,72.2959421,73.52116804,2019Q2
India,p1,Monthly,Digital,N,Medium,Y,N,5,5.0,6.6405,64.61900689,64.827,2020Q1
Japan,p1,Monthly,Digital,N,Medium,N,Y,5,3.022195376,28.22090144,64.90960974,67.173818,2019Q2
India,p2,Monthly,Offline,Y,Low,Y,N,3,3.0,14.1805,70.61068641,71.219,2019Q4
India,p2,Monthly,Offline,N,Medium,Y,Y,3,4.0,19.6307,70.95454066,70.93,2020Q2
India,p2,Annual,Digital,Y,Low,Y,Y,5,4.0,12.075,75.01211865,71.88,2019Q4
USA,p2,Annual,Digital,Y,Medium,N,N,4,6.0,90.53,82.99963693,77.86,2020Q3
Japan,p2,Annual,Digital,Y,High,N,Y,1,4.509115839,24.03811533,86.17465794,86.76726143,2019Q1
USA,p1,Annual,Offline,N,High,N,N,2,3.0,24.99,77.62993165,73.5,2020Q1
USA,p1,Annual,Offline,N,High,Y,Y,5,3.99206753,21.29776752,78.73008702,83.06299027,2019Q1
India,p1,Monthly,Digital,Y,Low,N,Y,1,2.675757486,9.693360951,67.56215353,66.37303454,2019Q2
USA,p1,Monthly,Digital,Y,Low,N,Y,5,4.0,64.92,73.1551173,71.57,2020Q2
USA,p1,Annual,Digital,N,Low,Y,Y,3,4.0,23.4906,73.8312091,75.79,2020Q1
India,p2,Monthly,Digital,Y,Low,N,N,5,5.0,18.9,66.27224464,61.71,2019Q4
USA,p1,Annual,Offline,N,Low,Y,Y,4,5.0,24.8705,78.78961749,77.62,2020Q3
India,p2,Annual,Digital,N,High,N,N,2,4.0,17.52,69.42493028,66.56,2020Q2
USA,p1,Monthly,Offline,Y,Medium,Y,N,0,4.022708975,98.89318234,77.82634552,76.34181112,2019Q1
USA,p2,Annual,Offline,N,High,Y,N,4,6.0,40.5106,80.32823207,82.781,2020Q2
India,p1,Annual,Offline,Y,High,Y,Y,5,4.769855195,8.87722431,74.30507371,73.98771502,2019Q3
Japan,p2,Monthly,Digital,Y,Low,N,Y,5,5.002861745,53.65891306,87.24272459,90.0144862,2019Q3
India,p2,Monthly,Digital,Y,Low,N,N,5,4.497235885,16.29333255,75.98832398,73.02352483,2019Q1
USA,p1,Monthly,Digital,N,Medium,N,N,2,5.0,30.35,65.99514406,64.32,2020Q2
USA,p2,Monthly,Digital,N,High,N,Y,1,3.991776031,40.98548945,83.00628424,87.51621707,2019Q1
Japan,p1,Bi-annual,Offline,N,High,N,Y,5,5.0,13.49,88.54921201,88.0,2020Q1
India,p2,Annual,Offline,N,Medium,Y,N,3,3.991435409,8.937081007,76.91345852,66.79080932,2019Q1
USA,p2,Annual,Offline,N,Low,N,Y,3,4.009830986,32.11812207,74.12121699,72.16448477,2018Q4
USA,p1,Annual,Digital,Y,Medium,N,Y,5,4.0,54.99,71.82952566,76.0,2020Q1
India,p2,Annual,Offline,N,Low,N,Y,5,6.019344204,14.29101971,72.52035326,81.22040927,2019Q3
Japan,p2,Monthly,Offline,N,Medium,N,Y,1,6.0,35.99,85.08348316,84.5,2020Q1
Japan,p1,Annual,Offline,N,High,N,Y,5,5.508625477,20.43560652,81.75993495,85.60072321,2019Q1
Japan,p2,Monthly,Offline,Y,High,N,N,4,6.0,49.84,85.60037401,89.33,2020Q3
Japan,p1,Monthly,Offline,Y,High,N,N,5,3.996023003,50.46395593,84.19819641,80.69415039,2019Q3
Japan,p2,Bi-annual,Offline,N,Medium,N,N,4,5.69205148,35.94543488,89.46814052,91.29770228,2019Q1
USA,p2,Annual,Digital,N,Medium,Y,N,5,4.0,38.9806,75.78183404,80.6752,2019Q4
USA,p2,Monthly,Digital,Y,Low,Y,N,5,4.498315677,74.26539245,78.19002261,75.74047001,2019Q2
India,p2,Monthly,Offline,Y,Medium,Y,Y,3,3.0,12.0507,74.8446269,77.07,2020Q3
Japan,p2,Bi-annual,Offline,Y,Medium,N,N,3,5.0,36.08,88.72351532,92.07,2020Q3
USA,p2,Annual,Offline,N,Medium,Y,Y,5,3.014549086,25.54456911,81.2776293,82.48472876,2019Q1
India,p2,Monthly,Offline,N,Medium,N,N,3,4.0,17.99,75.51866595,68.11,2020Q1
India,p1,Annual,Digital,Y,Low,Y,N,5,4.0,11.3306,66.63868299,65.112,2019Q4
India,p1,Monthly,Digital,Y,Low,N,N,5,3.012891057,17.95210122,66.35446939,65.36395985,2019Q2
India,p1,Annual,Digital,N,Low,N,Y,2,3.05797355,7.884394509,72.26788668,64.33215016,2018Q4
Japan,p1,Bi-annual,Offline,Y,Medium,N,Y,1,5.0,20.81,90.90450357,87.18,2020Q3
Japan,p2,Monthly,Offline,Y,Low,N,Y,5,6.0,48.31,89.92590199,89.68,2020Q2
USA,p2,Annual,Offline,Y,Low,Y,Y,5,4.0,84.4705,84.16303756,86.07,2020Q2
USA,p1,Monthly,Digital,Y,Medium,N,Y,3,6.003236126,66.61728449,75.41783754,66.62165644,2018Q4
India,p2,Monthly,Offline,Y,High,Y,Y,1,5.0,12.6107,78.71680729,77.58,2020Q2
USA,p2,Annual,Digital,N,Medium,Y,N,2,4.01766107,76.90965904,89.10532156,86.0729463,2019Q3
Japan,p1,Monthly,Offline,Y,High,N,Y,5,6.0,27.74,88.0442801,85.25,2020Q3
India,p2,Annual,Offline,Y,Low,N,Y,1,6.977966449,37.72116443,76.48605286,76.94561299,2019Q1
USA,p1,Annual,Offline,N,Low,Y,Y,5,5.991222021,27.81918198,80.75308217,78.74917531,2019Q3
India,p1,Monthly,Digital,Y,Low,N,N,5,4.004953858,8.85929417,71.27772009,65.86385789,2018Q4
India,p2,Annual,Offline,N,Medium,N,Y,3,4.007519838,29.80188971,75.82911756,69.37909044,2018Q4
USA,p2,Annual,Offline,Y,Low,N,Y,3,4.0,89.99,75.89213732,78.5,2020Q1
India,p1,Monthly,Digital,N,Low,N,N,3,3.0,5.5,61.32195805,63.76,2020Q2
USA,p2,Monthly,Digital,Y,Low,Y,N,3,4.0,101.0607,75.08728571,78.015,2020Q3
India,p2,Annual,Digital,Y,Low,N,N,5,4.249575798,11.7523434,73.35677269,67.41989049,2019Q3
USA,p2,Monthly,Digital,Y,Medium,Y,N,3,2.981420598,100.9778027,82.2944903,67.86725382,2019Q3
Japan,p1,Bi-annual,Digital,N,Low,N,N,1,5.0,14.65,88.74463622,84.1,2019Q4
USA,p2,Annual,Digital,N,High,N,Y,5,4.0,39.99,84.4053034,81.0,2020Q1
India,p1,Annual,Offline,Y,Low,N,N,5,4.0,9.98,76.51499515,69.58,2020Q3
India,p1,Annual,Digital,N,High,Y,Y,3,4.022399217,3.817006543,74.84446846,71.96980531,2018Q4
USA,p2,Monthly,Digital,N,Low,N,Y,4,3.0,46.03,78.85768809,75.21,2020Q3
Japan,p2,Annual,Digital,N,High,N,N,4,5.0,29.99,82.1564603,88.2,2020Q1
Japan,p1,Annual,Digital,N,High,N,Y,4,6.0,13.14,87.54294939,86.35,2019Q4
India,p1,Annual,Digital,N,Medium,N,N,1,4.0,5.99,64.17992087,61.25,2020Q1
India,p2,Monthly,Digital,N,Low,Y,N,2,4.0,19.0907,64.74486288,66.3233,2020Q2
India,p1,Monthly,Offline,N,Medium,Y,N,5,3.0111227,6.64918761,74.82164403,69.46008753,2019Q1
USA,p2,Monthly,Offline,Y,Medium,N,Y,2,5.0,107.18,71.71076973,76.31,2020Q3
India,p2,Annual,Digital,Y,High,N,N,5,3.0,7.34,75.30500227,75.08,2020Q3
USA,p1,Annual,Digital,N,Low,N,N,4,5.0,24.99,74.85155642,71.05,2020Q1
India,p1,Annual,Offline,Y,Low,Y,N,2,4.009367506,5.799796297,68.60678064,73.1929443,2019Q1
Japan,p2,Bi-annual,Offline,N,Low,N,N,1,5.002160555,39.8566876,82.57553057,80.07701015,2019Q1
India,p2,Monthly,Offline,Y,High,Y,Y,5,3.0,13.3106,74.0174246,78.4,2020Q2
USA,p1,Monthly,Digital,N,Low,Y,N,0,3.0,30.2907,66.10018924,66.2833,2020Q2
India,p2,Annual,Offline,Y,High,N,N,3,4.0,9.9,77.62568989,75.46,2020Q1
India,p1,Monthly,Offline,Y,Low,Y,N,3,4.683304882,9.136595158,70.13195585,67.82833907,2019Q1
India,p2,Monthly,Digital,Y,Low,Y,N,4,3.517833057,63.33726831,72.22775524,70.12712164,2019Q3
Japan,p2,Monthly,Offline,Y,Low,N,Y,3,4.99737307,50.91613148,90.99176842,94.54807405,2019Q3
USA,p2,Annual,Digital,Y,High,Y,N,4,7.079642656,99.37446479,87.83587048,91.18413521,2019Q3
India,p1,Monthly,Digital,Y,Low,Y,Y,3,3.004040439,8.852630597,60.72567022,64.61243432,2019Q2
USA,p1,Annual,Digital,Y,Low,Y,N,1,4.0,51.1407,79.03616234,78.645,2020Q1
USA,p2,Annual,Offline,Y,Medium,N,Y,2,3.0,89.99,86.99466386,79.5,2020Q1
India,p2,Monthly,Digital,N,Low,N,N,5,4.020422443,14.50684205,70.34486425,66.17291573,2019Q1
USA,p1,Annual,Digital,Y,Medium,N,Y,3,5.0,58.53,70.55776881,71.96,2019Q4
USA,p1,Monthly,Offline,Y,High,Y,N,1,4.0,60.2907,76.52417459,77.6278,2019Q4
USA,p2,Monthly,Digital,N,Low,N,Y,5,5.0,47.41,83.44515921,73.83,2019Q4
USA,p2,Monthly,Digital,Y,High,Y,N,5,5.0,97.191,81.06061218,83.545,2020Q1
India,p1,Annual,Offline,Y,Medium,Y,N,4,6.0,10.8055,73.59584167,71.269,2020Q2
USA,p2,Monthly,Offline,Y,Medium,Y,N,3,4.986587851,97.75688247,74.99989727,79.78074476,2018Q4
India,p2,Monthly,Digital,N,High,Y,Y,3,4.014471404,9.366936658,63.4423465,72.18545068,2018Q4
Japan,p2,Annual,Offline,N,Medium,N,Y,2,3.997224692,43.32395221,83.73215649,88.29596919,2019Q3
Japan,p1,Bi-annual,Offline,N,Medium,N,Y,5,5.0,13.49,88.34949931,87.0,2020Q1
USA,p1,Annual,Offline,N,Medium,N,N,3,4.0,24.82,79.29828416,74.16,2020Q3
USA,p1,Monthly,Digital,N,High,N,Y,4,5.009438683,31.17110489,76.5672251,74.3652035,2019Q3
India,p1,Annual,Digital,N,Medium,N,N,3,3.0,5.5,64.81849594,65.02,2020Q2
Japan,p1,Monthly,Digital,N,High,N,N,5,5.0,15.19,79.09320072,80.22,2020Q2
Japan,p2,Annual,Digital,N,High,N,Y,1,5.0,29.6,89.29767999,88.39,2020Q2
USA,p2,Annual,Digital,N,High,N,N,2,5.008328659,26.99664305,79.06230496,85.50169121,2019Q1
USA,p2,Annual,Offline,N,Medium,Y,N,1,4.0,37.2307,87.85244124,83.848,2020Q3
USA,p1,Monthly,Digital,N,High,N,Y,5,3.0,29.99,72.05070459,73.0,2020Q1
India,p1,Monthly,Digital,Y,High,Y,Y,2,6.021536488,7.847394625,63.42289305,63.10042019,2019Q3
USA,p1,Monthly,Digital,N,Low,N,N,3,3.490235582,67.17143532,67.64651313,64.30002236,2019Q2
India,p1,Annual,Offline,N,Low,N,Y,5,3.999612705,10.62933812,67.79197755,68.34155633,2019Q2
USA,p1,Monthly,Digital,Y,Low,Y,Y,1,4.0,61.4606,76.24731755,73.71,2019Q4
USA,p2,Annual,Offline,Y,Medium,Y,N,3,5.0,84.5906,84.13311128,82.5846,2020Q1
Japan,p1,Annual,Offline,Y,High,N,N,3,6.0,20.93,87.50053331,89.77,2020Q3
India,p1,Annual,Offline,Y,High,N,Y,5,4.005630704,7.904006499,75.67709401,78.62881412,2019Q1
USA,p2,Monthly,Digital,Y,Medium,N,Y,5,5.0,107.99,77.04295559,77.0,2020Q1
Japan,p2,Bi-annual,Digital,N,Medium,N,N,4,6.0,29.9,83.50828041,86.76,2020Q2
India,p2,Annual,Digital,N,High,Y,Y,1,3.008578205,5.626976108,61.25300531,64.97577346,2019Q1
USA,p1,Annual,Offline,N,High,Y,Y,5,6.0,21.6207,81.45206382,85.615,2019Q4
Japan,p2,Bi-annual,Digital,Y,High,N,Y,2,5.0,36.32,95.0,98.67,2019Q4
USA,p1,Annual,Offline,N,High,N,N,4,5.0,26.7,77.52862059,74.73,2020Q2
USA,p1,Monthly,Offline,Y,Low,Y,N,5,4.014840284,53.04528864,78.88771192,72.03594934,2019Q2
India,p1,Annual,Offline,N,High,Y,Y,4,4.018857862,6.173663935,77.55632164,84.05759948,2019Q3
Japan,p2,Annual,Offline,Y,Medium,N,Y,2,5.0,42.58,88.95600689,91.91,2019Q4
Japan,p1,Bi-annual,Digital,N,Low,N,N,5,5.996355784,15.32453106,81.74219594,66.03741289,2019Q2
USA,p2,Monthly,Offline,N,High,Y,Y,1,3.0,45.9207,83.00405322,81.635,2019Q4
USA,p2,Annual,Offline,Y,High,N,Y,2,5.979164752,85.04755368,74.53904313,76.32851314,2019Q1
USA,p1,Monthly,Offline,N,High,N,N,4,3.0,30.99,72.14473274,70.54,2019Q4
USA,p2,Annual,Digital,Y,Low,N,N,1,4.997705637,110.0,63.83680525,66.13151398,2019Q1
India,p1,Annual,Offline,Y,High,N,Y,4,4.0,9.49,71.71106673,73.0,2020Q1
India,p2,Monthly,Digital,Y,Medium,Y,N,5,5.0,11.1306,77.5695735,73.796,2020Q3
USA,p2,Annual,Offline,N,Low,Y,Y,3,6.003998053,37.93297998,75.23482191,79.99261048,2019Q2
Japan,p2,Annual,Offline,Y,Medium,N,Y,4,6.0,44.41,87.03252522,90.58,2020Q3
Japan,p1,Bi-annual,Digital,N,High,N,Y,4,5.018883412,30.5296794,86.63864004,78.46000318,2018Q4
USA,p2,Annual,Digital,N,Low,Y,N,4,4.008452735,14.40153321,77.77589308,76.11807452,2019Q1
USA,p1,Monthly,Offline,N,Medium,Y,N,1,4.0,25.9607,73.76930456,74.8077,2020Q3
India,p2,Annual,Offline,Y,High,Y,N,5,4.996472159,12.50090962,86.09372341,74.98890181,2019Q1
India,p1,Annual,Digital,Y,High,Y,Y,2,4.0,9.5555,60.38505376,64.56,2019Q4
USA,p2,Annual,Digital,Y,Low,N,Y,2,4.0,92.93,69.68167832,73.06,2019Q4
USA,p2,Annual,Offline,N,Low,N,Y,0,4.013008547,34.98287347,62.63909031,84.41692873,2019Q1
India,p2,Monthly,Offline,N,Low,N,N,3,5.0,16.74,78.1091717,68.625,2020Q3
Japan,p1,Bi-annual,Digital,N,Low,N,N,2,6.0,16.59,84.26398321,82.16,2019Q4
USA,p2,Annual,Digital,N,High,Y,N,1,5.0,36.4706,78.55892343,82.1464,2020Q3
India,p2,Monthly,Digital,Y,Low,N,Y,4,6.0,12.99,68.72154521,69.0,2020Q1
India,p1,Monthly,Digital,Y,Low,Y,Y,5,5.003413833,9.29586507,74.18423923,67.00269282,2019Q1
India,p1,Monthly,Offline,Y,Medium,Y,N,3,6.0,10.8006,74.04992873,72.1966,2020Q1
USA,p1,Annual,Offline,Y,High,N,N,5,4.0,54.99,81.59382552,79.38,2020Q1
India,p1,Monthly,Digital,Y,High,N,N,1,3.0,14.41,68.96602618,59.8,2020Q3
Japan,p1,Bi-annual,Offline,Y,High,N,N,2,4.0,21.59,83.62055997,86.62,2020Q3
USA,p1,Monthly,Digital,N,High,Y,N,3,4.0,30.6805,70.28557763,69.84,2020Q3
India,p2,Monthly,Offline,Y,High,Y,N,5,5.0,11.0405,77.17064738,77.9605,2020Q2
USA,p1,Monthly,Digital,N,Low,Y,N,1,3.0,27.8907,71.21468993,68.6833,2020Q1
Japan,p2,Bi-annual,Digital,N,High,N,Y,1,5.0,25.61,88.06256375,91.88,2020Q2
India,p2,Annual,Offline,Y,Low,Y,Y,1,5.0,8.66,77.6597265,81.65,2019Q4
India,p1,Monthly,Digital,N,Low,N,Y,1,3.0,7.78,65.04901539,61.21,2020Q2
India,p2,Monthly,Digital,N,Medium,N,Y,3,3.0,15.55,73.28614659,69.94,2020Q3
India,p1,Annual,Digital,N,High,Y,Y,3,6.0,5.5707,71.48940368,69.015,2020Q1
USA,p2,Annual,Offline,Y,Low,Y,N,1,3.997995669,7.560682219,79.6988629,77.27160747,2019Q2
USA,p1,Monthly,Offline,N,High,Y,N,5,5.0,28.8905,73.73786092,74.2025,2019Q4
India,p1,Monthly,Offline,N,Medium,N,Y,5,3.0,8.09,67.08871063,66.4,2020Q2
India,p2,Annual,Digital,Y,Medium,N,N,3,3.0,10.33,71.09961141,70.13,2019Q4
India,p2,Annual,Offline,N,Low,N,Y,5,4.499285027,13.64088777,74.50975148,75.51576713,2019Q1
Japan,p2,Monthly,Offline,Y,High,N,N,1,4.013946198,45.91822065,82.92906466,80.4655991,2018Q4
Japan,p1,Bi-annual,Digital,N,Medium,N,N,5,5.0,15.06,85.91859304,85.16,2020Q3
India,p2,Annual,Offline,Y,Low,Y,Y,4,3.011853447,10.03203511,78.31230717,74.32067822,2018Q4
India,p2,Monthly,Digital,N,Medium,Y,Y,5,3.0,16.7307,73.77931387,72.225,2020Q1
USA,p2,Annual,Digital,Y,High,N,Y,5,4.0,91.46,75.5928008,79.03,2020Q2
India,p2,Annual,Offline,Y,Low,N,N,4,3.0,12.49,67.40508867,69.93,2020Q2
India,p2,Monthly,Digital,Y,Low,N,Y,5,6.0,12.99,68.49235024,69.0,2020Q1
India,p1,Monthly,Offline,Y,High,Y,Y,5,4.0,10.6857,72.6152696,75.435,2020Q1
Japan,p1,Monthly,Offline,N,High,N,N,4,7.039452014,29.05755512,83.91889692,82.63375313,2018Q4
India,p1,Annual,Digital,Y,Low,N,N,3,3.011015366,8.528863727,63.80991077,62.302501,2018Q4
Japan,p2,Annual,Digital,Y,High,N,Y,5,5.0,41.99,91.08812717,93.0,2020Q1
Japan,p2,Monthly,Digital,N,Medium,N,N,5,3.011721117,10.55038962,78.30486257,74.64226818,2018Q4
Japan,p1,Bi-annual,Offline,N,Low,N,Y,5,5.0,14.8,84.56640614,85.19,2020Q3
India,p1,Annual,Offline,N,Low,Y,Y,1,4.013269333,6.48291637,72.31805633,72.97596596,2019Q1
India,p2,Annual,Offline,N,Low,N,N,4,3.0,14.99,75.23305627,69.825,2020Q1
Japan,p2,Bi-annual,Offline,N,Medium,N,N,5,5.0,25.65,95.0,91.01,2019Q4
India,p2,Monthly,Digital,N,Medium,N,N,1,3.0,16.84,65.72460956,66.32,2020Q2
USA,p2,Monthly,Digital,N,High,Y,N,4,5.0,48.1406,78.43139707,77.477,2019Q4
USA,p1,Monthly,Digital,Y,High,N,N,5,4.0,64.66,78.92005272,71.89,2020Q3
USA,p1,Monthly,Offline,N,High,Y,Y,5,6.0,28.4306,75.2727534,77.14,2020Q2
USA,p1,Annual,Offline,Y,High,Y,N,4,5.002083124,32.11501103,75.66593537,79.2955925,2019Q3
USA,p2,Annual,Digital,Y,High,N,Y,5,7.057404803,39.28310796,89.41826174,91.30318284,2018Q4
Japan,p1,Annual,Digital,Y,Medium,N,N,4,4.0,22.99,83.34419222,84.28,2020Q1
Japan,p2,Annual,Digital,Y,Medium,N,N,4,8.0,41.99,87.77708071,87.71,2020Q1
India,p2,Annual,Offline,N,High,N,N,2,5.0,13.52,75.18474981,72.03,2020Q3
Japan,p2,Monthly,Digital,Y,Low,N,Y,5,4.0,49.99,88.9613235,85.0,2020Q1
India,p1,Monthly,Offline,Y,Medium,Y,N,4,5.0,12.6855,70.12142811,66.6585,2020Q3
Japan,p2,Annual,Offline,Y,High,N,N,3,6.0,40.47,91.36618724,94.13,2020Q3
Japan,p2,Annual,Digital,N,Medium,N,Y,4,7.0,29.78,88.53393073,88.21,2020Q3
USA,p2,Annual,Digital,Y,Medium,Y,N,5,4.0,83.851,82.85179389,83.38,2020Q3
USA,p2,Monthly,Offline,N,Medium,Y,N,1,4.0,45.6706,81.88992343,79.4276,2020Q3
Japan,p2,Bi-annual,Offline,N,High,N,Y,2,6.983853396,38.01093859,93.99481559,91.99142315,2019Q3
Japan,p1,Bi-annual,Offline,N,Low,N,Y,3,6.004527598,18.71333145,77.46969926,83.56206646,2019Q3
USA,p1,Monthly,Offline,Y,Medium,N,Y,4,6.0,64.97,74.41507926,74.02,2019Q4
USA,p1,Annual,Offline,Y,Medium,Y,Y,1,6.0,52.8305,85.83017171,81.31,2020Q3
India,p2,Annual,Digital,N,Medium,Y,N,3,4.007490984,5.966446553,67.30696687,63.10745056,2019Q2
India,p2,Annual,Offline,Y,High,N,N,5,4.0,7.07,82.15764243,77.8,2020Q3
Japan,p1,Monthly,Offline,N,Low,N,N,4,4.004418876,22.4261867,84.67751049,84.62223549,2019Q3
India,p1,Annual,Digital,N,Medium,Y,N,1,4.003919893,6.674670163,61.70050871,62.67212676,2019Q3
Japan,p2,Monthly,Digital,N,Low,N,Y,5,6.0,33.96,84.85367926,86.03,2020Q3
USA,p1,Annual,Digital,N,Low,N,Y,1,4.002175679,28.00231813,73.3233536,75.83423991,2019Q1
Japan,p1,Annual,Offline,N,Medium,N,N,2,5.0,12.23,81.96619174,82.63,2020Q2
Japan,p1,Bi-annual,Offline,N,High,N,N,2,6.0,16.38,85.08288535,79.92,2020Q3
Japan,p1,Monthly,Digital,Y,Low,N,Y,3,4.003639487,20.94584172,62.5367218,68.537398,2019Q1
India,p1,Annual,Digital,Y,Medium,Y,N,1,7.043850819,10.38483489,66.11164117,61.31580078,2019Q1
Japan,p1,Bi-annual,Digital,Y,Low,N,Y,5,5.0,20.72,90.25036223,90.77,2019Q4
Japan,p1,Monthly,Offline,N,Medium,N,Y,4,3.0,18.53,79.09654665,82.46,2019Q4
India,p1,Monthly,Digital,Y,Low,Y,N,1,4.0,10.9155,67.54803885,64.827,2020Q1
India,p2,Monthly,Digital,N,Medium,N,Y,3,5.0,17.99,69.28323391,66.5,2020Q1
Japan,p2,Bi-annual,Offline,Y,Low,N,Y,0,7.0,36.46,92.72934363,92.53,2019Q4
USA,p2,Monthly,Digital,N,Low,N,N,3,3.0,47.99,80.77590559,71.785,2020Q1
India,p2,Monthly,Offline,N,Medium,N,N,4,5.0,18.52,67.24282096,67.58,2019Q4
India,p1,Annual,Digital,N,Medium,Y,Y,3,6.0,5.5,68.61721387,70.28,2020Q3
India,p2,Monthly,Offline,N,Low,N,N,5,5.0,17.99,77.66129427,68.6,2020Q1
India,p2,Monthly,Offline,N,Medium,N,Y,3,5.0,20.86,66.99067147,66.63,2020Q3
USA,p1,Annual,Digital,N,High,N,Y,2,5.0,28.07,66.31556994,68.92,2019Q4
Japan,p1,Bi-annual,Digital,Y,Low,N,Y,3,5.0,21.06,86.626738,89.93,2019Q4
India,p2,Monthly,Digital,Y,High,Y,Y,2,5.986271579,10.86112825,61.49290518,59.27997372,2019Q3
India,p1,Annual,Offline,N,High,Y,N,1,3.997504957,12.95085857,68.49501935,65.10644467,2019Q2
USA,p2,Monthly,Offline,Y,Medium,N,Y,4,4.00693247,47.04811038,80.73631603,82.91221043,2018Q4
Japan,p1,Bi-annual,Digital,Y,High,N,Y,5,6.0,22.6,89.29146087,90.39,2020Q2
Japan,p2,Monthly,Offline,Y,High,N,N,2,5.0,48.28,90.45247244,90.89,2020Q2
