country,product,entitlement_period,marketing_channel,family_type,hourspendonapp,promo_applied,cross_sell_flag,customer_support__satisfaction,usage_frequency_per_day,asp,previous_year_retention,retention_rate_yr_1,quarter
Japan,p2,Monthly,Offline,Y,Low,N,Y,2,5.0,50.78,86.01377509,87.46,2020Q2
USA,p1,Annual,Offline,Y,High,Y,Y,5,4.0,52.6306,82.36996295,81.74,2020Q2
Japan,p2,Bi-annual,Offline,N,High,N,Y,1,5.0,26.99,91.75737978,91.5,2020Q1
India,p2,Annual,Digital,Y,High,N,N,2,4.0,13.15,67.27933383,68.29,2019Q4
USA,p1,Monthly,Offline,Y,Medium,Y,N,1,4.012187128,104.6418816,77.27257702,73.07238748,2019Q3
Japan,p2,Annual,Offline,N,Low,N,Y,1,6.0,27.53,86.68332313,91.46,2020Q3
India,p2,Monthly,Offline,N,Low,N,N,0,2.0,17.06,71.40992025,67.57,2020Q2
Japan,p2,Annual,Digital,N,High,N,N,1,5.978743404,34.51721868,87.68158995,84.38252983,2019Q1
USA,p1,Monthly,Digital,Y,Low,N,N,5,4.0,67.92,65.66349503,67.16,2020Q2
Japan,p2,Monthly,Offline,N,Low,N,Y,3,5.0,38.78,84.36655059,82.71,2020Q3
USA,p2,Annual,Digital,N,Low,N,N,4,7.0,37.16,77.6288748,78.045,2020Q2
USA,p2,Monthly,Offline,N,Low,N,N,5,4.0,45.92,74.36859669,76.55,2020Q2
India,p2,Monthly,Digital,N,Low,N,Y,1,2.980577349,15.57344192,65.53568798,64.01514792,2019Q1
USA,p2,Annual,Digital,N,Medium,N,Y,4,3.0,39.99,78.52370624,79.0,2020Q1
India,p1,Monthly,Digital,Y,High,N,Y,1,3.0,13.31,65.2279814,62.18,2020Q3
USA,p2,Annual,Digital,N,Low,N,N,4,6.0,39.03,76.53473695,77.4,2020Q2
USA,p2,Monthly,Digital,N,Medium,Y,Y,1,4.01183638,54.33609308,85.29367998,71.53518313,2019Q1
USA,p1,Monthly,Digital,Y,Medium,Y,N,3,5.0,59.5807,74.71960705,75.7163,2020Q2
Japan,p1,Bi-annual,Digital,Y,High,N,N,3,5.0,20.06,86.69858242,90.6,2019Q4
India,p1,Annual,Digital,Y,High,N,N,4,4.016830443,10.76085279,77.83954605,67.85392581,2019Q2
Japan,p2,Bi-annual,Offline,N,High,N,Y,1,7.0,25.43,93.49777467,93.06,2020Q2
USA,p1,Annual,Offline,Y,Medium,Y,Y,3,4.0,51.3107,80.15501104,80.08,2020Q2
USA,p1,Monthly,Digital,Y,Medium,N,N,5,3.0,66.61,66.90152262,68.96,2020Q3
USA,p1,Annual,Digital,N,Low,Y,Y,5,3.0,21.8605,74.09214907,78.005,2020Q3
India,p2,Annual,Offline,Y,Low,N,Y,5,6.0,9.9,73.7845128,74.0,2020Q1
Japan,p2,Monthly,Offline,N,Medium,N,N,4,4.0,35.32,81.95015188,86.42,2020Q3
India,p2,Annual,Digital,Y,High,N,N,5,4.0,9.9,66.837115,72.52,2020Q1
India,p1,Monthly,Digital,Y,High,Y,Y,4,4.006948612,7.192281908,73.8310963,75.76147991,2019Q1
India,p2,Monthly,Offline,Y,Low,Y,Y,4,4.0,15.261,77.41711882,77.005,2019Q4
India,p1,Monthly,Offline,N,High,Y,Y,5,3.00201192,17.16496827,74.94833687,68.23243887,2018Q4
India,p1,Monthly,Digital,N,Medium,Y,Y,1,4.0,6.04,70.77927492,68.015,2019Q4
USA,p1,Monthly,Offline,Y,Low,Y,Y,4,6.0,62.6905,75.4349068,76.125,2020Q1
USA,p2,Annual,Offline,Y,High,N,N,5,4.0,89.84,80.51136096,82.47,2019Q4
USA,p2,Annual,Offline,N,High,Y,N,4,6.030628754,41.89100549,93.53132826,88.38020209,2018Q4
India,p1,Annual,Digital,N,High,Y,Y,1,5.0,6.6805,68.61813767,65.685,2020Q2
Japan,p2,Monthly,Offline,N,High,N,N,1,5.0,38.37,84.10894155,83.37,2019Q4
Japan,p2,Annual,Offline,Y,High,N,Y,4,7.0,43.24,91.19053861,93.75,2020Q3
India,p1,Annual,Digital,Y,High,Y,N,2,4.0,8.1655,73.90828936,64.648,2020Q3
USA,p1,Annual,Digital,Y,High,N,N,2,6.0,54.66,76.59759306,74.81,2020Q3
USA,p2,Annual,Offline,Y,Medium,N,N,3,4.0,89.17,80.98917359,79.71,2020Q3
USA,p2,Annual,Offline,N,High,N,N,2,5.999343325,40.85875383,86.43021229,87.6360064,2018Q4
Japan,p1,Annual,Digital,Y,Medium,N,Y,1,5.0,22.43,81.7881817,85.06,2020Q2
USA,p2,Annual,Offline,N,Low,Y,N,0,4.0,38.6205,76.31943605,80.91825,2020Q2
USA,p1,Annual,Digital,Y,Medium,N,Y,1,3.993433893,50.91784625,87.33164324,73.9676481,2019Q1
USA,p2,Annual,Offline,Y,Low,Y,Y,5,4.0,84.4705,84.16303756,86.07,2020Q2
Japan,p2,Annual,Digital,N,Low,N,Y,3,5.0,29.59,86.54868522,85.65,2020Q3
USA,p2,Annual,Offline,Y,Medium,Y,N,4,5.0,83.6307,83.44346636,86.0452,2020Q3
India,p2,Annual,Offline,Y,High,Y,Y,5,4.675109101,17.71800989,82.81088288,81.01487653,2019Q2
USA,p1,Annual,Digital,N,Low,N,Y,4,4.0,24.48,73.70767194,73.01,2019Q4
India,p1,Annual,Digital,N,Low,Y,Y,3,3.0,6.4005,67.12966034,65.44,2020Q2
India,p1,Annual,Digital,Y,Low,N,N,5,3.994420105,8.435886122,65.30705032,63.03759024,2018Q4
India,p2,Monthly,Offline,N,High,N,Y,1,5.997304707,40.32615845,79.12903353,66.972435,2019Q3
Japan,p1,Annual,Digital,Y,Medium,N,Y,3,5.0,24.78,86.98033235,83.21,2020Q2
USA,p1,Annual,Offline,Y,Low,Y,Y,5,4.0,48.3107,87.76860681,84.685,2020Q2
Japan,p1,Annual,Digital,N,Medium,N,Y,3,5.0,12.4,80.76759731,84.59,2020Q3
USA,p1,Annual,Offline,Y,High,N,Y,4,4.0,56.85,77.75607971,76.14,2020Q3
India,p2,Annual,Offline,Y,High,Y,N,5,5.986672654,10.54646678,77.08058043,82.09006787,2019Q3
Japan,p2,Monthly,Offline,N,Medium,N,Y,3,5.0,36.22,82.32580795,86.27,2020Q2
India,p2,Monthly,Offline,Y,High,Y,Y,5,4.0,13.5106,85.25067291,78.2,2020Q3
India,p2,Annual,Digital,Y,High,Y,Y,4,5.0,10.28,77.41102462,80.03,2019Q4
India,p2,Monthly,Offline,Y,High,Y,Y,5,4.50295734,23.04911691,74.64074595,75.22805221,2019Q3
USA,p2,Annual,Digital,N,High,Y,N,4,5.0,36.2407,89.2355754,85.8866,2020Q2
USA,p1,Annual,Offline,Y,Low,N,Y,5,5.0,54.99,75.72239651,77.5,2020Q1
Japan,p2,Bi-annual,Digital,Y,Low,N,Y,3,6.948846805,25.05640662,82.08747269,92.40016295,2019Q1
Japan,p1,Monthly,Digital,N,Low,N,N,5,6.0,17.36,77.18406363,76.58,2020Q2
India,p1,Annual,Digital,Y,Low,Y,Y,5,4.504640579,6.100328623,67.73343612,71.85939847,2018Q4
USA,p1,Monthly,Offline,Y,Medium,Y,N,3,4.0,62.3706,74.15199379,74.4536,2019Q4
Japan,p1,Monthly,Digital,N,High,N,Y,1,4.994172151,61.44498557,83.29901577,80.05445716,2019Q1
Japan,p1,Monthly,Digital,Y,High,N,N,2,4.0,25.94,76.0315466,79.47,2020Q3
India,p1,Monthly,Digital,Y,Medium,Y,N,4,5.0,13.6057,68.2367704,65.239,2019Q4
USA,p2,Monthly,Offline,N,Low,Y,N,3,5.0,46.2806,72.1067437,77.7788,2019Q4
USA,p2,Monthly,Digital,N,Low,Y,N,4,3.0,45.5905,79.88935213,75.37425,2020Q1
USA,p1,Annual,Digital,Y,High,N,Y,4,4.0,57.03,79.13359145,74.96,2019Q4
USA,p1,Monthly,Digital,Y,Low,Y,Y,1,7.0,62.0306,76.25980242,73.14,2020Q1
India,p1,Monthly,Digital,N,Medium,Y,N,5,3.0,5.5,69.68777656,67.047,2020Q2
USA,p1,Monthly,Offline,Y,Low,N,Y,3,4.021480166,29.32115188,71.88639513,76.43848013,2019Q1
USA,p2,Monthly,Offline,Y,Medium,Y,Y,3,4.0,99.571,80.55456241,80.67,2020Q2
Japan,p2,Bi-annual,Offline,N,High,N,N,5,6.0,28.84,87.64938197,89.78,2020Q3
Japan,p2,Annual,Digital,Y,Medium,Y,N,2,4.006961164,39.9868102,85.827769,91.44693047,2019Q2
India,p2,Monthly,Offline,Y,Low,Y,N,3,4.989569523,17.27237792,77.98978012,76.34896064,2019Q3
India,p1,Annual,Offline,Y,Medium,Y,N,5,4.0,10.8906,74.68836312,72.8236,2020Q3
Japan,p1,Monthly,Digital,Y,High,N,N,5,5.0,27.99,82.21161878,82.32,2020Q1
Japan,p1,Annual,Offline,Y,Medium,N,Y,2,5.0,20.64,85.06780539,87.85,2020Q3
India,p2,Annual,Digital,Y,Medium,N,Y,2,5.0,9.26,75.37540162,72.64,2019Q4
Japan,p1,Monthly,Offline,N,High,N,N,3,4.00075171,5.87225066,65.31304276,66.1249825,2019Q1
USA,p1,Annual,Digital,Y,High,N,N,3,4.0,57.35,74.41491228,72.61,2020Q2
India,p2,Annual,Digital,N,Low,Y,N,5,5.0,13.491,75.34951878,74.6515,2020Q1
India,p1,Monthly,Offline,Y,Low,N,Y,3,5.0,9.83,76.39016024,70.66,2019Q4
Japan,p1,Monthly,Offline,Y,High,N,Y,5,6.0,27.74,88.0442801,85.25,2020Q3
Japan,p2,Bi-annual,Offline,N,Low,N,Y,5,6.0,26.99,89.70874313,90.5,2020Q1
USA,p1,Annual,Digital,Y,Low,N,Y,5,6.0,51.13,77.22966495,79.36,2019Q4
India,p2,Annual,Offline,Y,Medium,Y,N,3,5.0,12.937,76.12156751,74.915,2019Q4
India,p1,Monthly,Digital,Y,High,Y,Y,4,4.0,10.8006,64.3169947,70.49,2020Q1
Japan,p2,Annual,Digital,N,Medium,N,N,1,7.066819213,43.5580612,81.89762629,85.12818386,2019Q1
USA,p1,Annual,Offline,Y,Low,Y,Y,1,5.006648116,30.89856298,80.16835901,75.8810731,2019Q1
India,p2,Annual,Offline,Y,High,Y,N,3,5.0,11.037,80.29811038,78.9122,2019Q4
Japan,p2,Annual,Offline,N,Low,N,N,4,5.0,29.99,94.92941554,89.425,2020Q1
Japan,p1,Bi-annual,Digital,N,Medium,N,N,3,6.0,11.57,84.25840233,87.67,2020Q2
Japan,p1,Annual,Digital,N,Low,N,Y,2,5.0,14.99,85.95833838,81.5,2020Q1
USA,p1,Monthly,Offline,Y,Low,Y,N,4,3.509560934,76.35827422,79.61184282,76.94490604,2019Q1
India,p2,Monthly,Offline,Y,High,N,Y,3,4.011686757,18.8997811,75.06810335,82.29154462,2018Q4
India,p2,Annual,Offline,N,Medium,N,Y,4,3.0,17.03,69.44039303,69.96,2020Q2
USA,p2,Annual,Digital,N,High,N,N,5,6.0,39.99,77.84011787,79.38,2020Q1
Japan,p1,Bi-annual,Digital,N,Low,N,Y,5,5.0,13.49,84.43516152,88.0,2020Q1
India,p1,Monthly,Digital,N,Low,N,Y,4,3.0,10.81,61.08372192,58.68,2019Q4
USA,p2,Annual,Offline,N,Low,N,Y,5,7.0,38.23,81.76754658,81.26,2020Q2
USA,p2,Monthly,Digital,Y,Medium,N,Y,5,4.0,107.99,80.25860095,77.0,2019Q4
USA,p1,Monthly,Digital,Y,Low,Y,N,2,4.011730777,61.76900946,76.79044487,73.26968974,2019Q1
India,p1,Monthly,Offline,N,Low,N,Y,3,4.010608109,17.60279828,71.84498949,64.08723958,2019Q3
USA,p1,Monthly,Digital,Y,Low,Y,Y,5,5.0,60.3905,78.12183704,75.8,2020Q2
USA,p1,Monthly,Offline,N,High,Y,N,1,3.022455487,67.03188819,73.38630584,60.87801313,2019Q2
USA,p1,Annual,Offline,N,Medium,Y,N,3,5.0,23.4906,81.67888477,78.4294,2020Q1
India,p2,Annual,Offline,N,Low,N,Y,3,5.0,12.35,75.05155544,73.89,2020Q2
Japan,p2,Monthly,Offline,N,High,N,N,4,5.0,38.07,83.25989898,84.16,2019Q4
India,p1,Monthly,Digital,Y,Low,Y,N,1,3.350532693,6.537301837,63.77120686,63.30955908,2018Q4
Japan,p2,Monthly,Offline,Y,High,N,N,1,5.99381701,40.06892195,81.80639383,91.41864263,2019Q1
Japan,p2,Monthly,Digital,Y,High,Y,Y,2,3.997749052,84.4183907,78.66248672,88.94003321,2019Q1
Japan,p1,Bi-annual,Offline,Y,High,N,N,3,4.0,20.99,88.17282151,87.22,2020Q1
Japan,p2,Bi-annual,Digital,Y,Medium,N,Y,1,5.0,40.86,95.0,92.13,2020Q3
Japan,p2,Annual,Offline,Y,Medium,N,N,4,5.0,41.99,91.70269332,91.14,2020Q1
Japan,p1,Bi-annual,Offline,N,High,N,Y,3,6.0,13.49,86.73997472,88.5,2020Q1
Japan,p2,Annual,Offline,N,Low,N,Y,5,5.509464329,24.61632907,84.47539764,86.01552785,2019Q1
India,p1,Monthly,Digital,Y,High,Y,N,5,3.0,10.9155,65.83865516,67.914,2020Q1
USA,p2,Monthly,Digital,N,Medium,Y,Y,3,4.0,49.2807,77.14099059,74.53,2019Q4
India,p2,Monthly,Digital,N,Low,Y,Y,4,5.0,21.3505,62.71465595,65.8275,2019Q4
USA,p1,Monthly,Digital,N,Medium,Y,Y,4,3.0,29.7405,73.58301807,71.2,2020Q2
India,p2,Annual,Digital,N,High,Y,N,1,4.0,13.9407,73.92427069,73.9263,2020Q1
Japan,p1,Bi-annual,Digital,N,Low,N,Y,5,5.0,12.1,88.625939,89.39,2020Q3
USA,p1,Annual,Digital,N,Low,Y,N,3,5.0,23.4906,73.63036449,74.2742,2020Q1
Japan,p2,Monthly,Digital,Y,High,N,N,4,4.0,50.12,82.72817968,83.17,2020Q3
India,p2,Annual,Offline,Y,High,N,N,1,7.0,11.46,75.10247457,73.9,2020Q3
Japan,p2,Monthly,Offline,Y,High,N,Y,2,6.0,49.99,89.01516647,92.0,2020Q1
India,p2,Monthly,Offline,N,High,N,N,1,4.00422863,21.84990345,68.48917742,70.85506919,2019Q1
Japan,p1,Bi-annual,Digital,Y,Low,N,N,3,3.0,22.49,87.27276326,86.7,2020Q2
India,p2,Monthly,Digital,N,Medium,Y,N,5,6.0,19.0607,70.15709252,68.4505,2020Q2
India,p2,Annual,Offline,N,Medium,Y,N,1,4.0,14.1605,77.04710579,72.11,2020Q2
USA,p2,Monthly,Offline,Y,High,Y,N,5,4.499647505,77.22517045,80.29319963,83.71726067,2019Q1
USA,p2,Annual,Offline,N,Medium,Y,N,1,7.0,37.1907,86.58167081,83.888,2020Q1
India,p1,Monthly,Offline,N,Medium,N,N,3,3.0,9.03,68.46903816,63.13,2020Q3
USA,p2,Annual,Offline,N,Medium,N,N,5,6.009533288,38.28564548,84.52212349,75.45390625,2019Q2
India,p1,Monthly,Digital,N,Medium,N,Y,3,4.004560536,11.31298485,69.55644752,68.73835731,2019Q3
USA,p2,Annual,Offline,N,Low,N,N,3,5.0,40.02,80.37777473,77.88,2020Q2
Japan,p2,Bi-annual,Offline,N,High,N,N,2,6.0,24.59,87.51941175,94.03,2020Q3
Japan,p1,Bi-annual,Digital,Y,Low,N,N,1,6.602734571,38.74206741,88.46731675,88.72731992,2019Q1
Japan,p1,Monthly,Offline,Y,Medium,N,N,2,5.0,31.52,74.07756241,76.83,2019Q4
Japan,p2,Annual,Digital,N,Low,N,Y,3,4.010013608,15.26352359,81.90677448,86.50812073,2018Q4
USA,p2,Monthly,Digital,Y,Medium,N,Y,5,5.0,107.99,77.04295559,77.0,2020Q1
USA,p2,Monthly,Offline,N,High,Y,Y,5,5.0,45.871,81.20370177,84.22,2020Q2
India,p1,Monthly,Digital,N,High,Y,Y,4,4.0,5.5,79.18693108,69.55,2020Q3
Japan,p2,Annual,Digital,N,Medium,N,Y,1,5.0,29.99,87.26108185,86.0,2020Q1
USA,p2,Annual,Digital,N,Medium,N,Y,3,3.99175304,33.69861383,85.33374313,78.89944509,2019Q2
USA,p2,Annual,Digital,N,High,N,Y,2,3.035287841,32.23401674,74.66629572,77.01390899,2019Q2
USA,p1,Annual,Offline,Y,Low,Y,Y,5,7.0,47.7007,79.80324055,85.295,2019Q4
Japan,p1,Bi-annual,Digital,Y,High,N,N,5,4.0,23.81,85.93996706,87.34,2020Q3
India,p1,Monthly,Digital,N,Low,Y,Y,5,3.0,6.5806,67.32766352,66.24,2020Q3
India,p1,Annual,Offline,Y,High,N,Y,5,5.014119217,12.31872174,70.35233605,69.68266501,2019Q3
India,p1,Monthly,Offline,N,Low,Y,N,3,4.0,5.5,68.76545208,69.164,2020Q3
India,p1,Annual,Offline,N,High,Y,Y,5,5.0,5.5,82.51130447,78.31,2019Q4
India,p2,Monthly,Offline,Y,Medium,N,Y,1,3.0,12.99,70.80322393,72.0,2020Q1
USA,p1,Monthly,Offline,N,Low,Y,N,3,5.0,27.8907,74.11606399,72.8777,2020Q1
India,p2,Annual,Digital,N,Low,N,Y,3,4.004104194,11.97745096,77.55541164,76.10337722,2019Q2
Japan,p1,Monthly,Offline,Y,Low,N,N,4,5.0,28.4,85.84546136,81.42,2020Q3
Japan,p2,Bi-annual,Digital,N,High,N,N,0,5.0,26.79,90.55967971,88.89,2020Q2
India,p1,Annual,Offline,N,Medium,N,Y,5,4.989735179,10.35114632,76.89735133,81.38194666,2019Q1
USA,p1,Monthly,Offline,Y,High,Y,N,3,4.987716193,48.48969348,77.61426216,71.15121483,2019Q2
India,p1,Annual,Digital,N,Medium,Y,Y,3,5.0,5.5,67.81530634,69.79,2019Q4
India,p1,Monthly,Digital,Y,Medium,N,N,1,4.0,11.25,67.17819306,62.47,2019Q4
India,p2,Annual,Digital,Y,Low,Y,N,5,4.0,10.275,72.79819431,72.189,2020Q3
India,p1,Monthly,Digital,N,High,Y,N,1,3.0,7.8505,62.98875447,63.617,2019Q4
USA,p2,Annual,Offline,Y,Low,N,Y,3,6.981498157,36.18552888,81.61983486,93.38605378,2018Q4
USA,p1,Monthly,Offline,N,Medium,N,Y,5,5.009264954,30.11144313,76.80954978,83.95584199,2018Q4
USA,p2,Annual,Offline,N,Medium,Y,N,1,3.991345383,37.69793911,86.3320933,78.21838492,2019Q1
USA,p2,Monthly,Digital,N,High,N,N,4,5.0,49.56,74.00439378,71.44,2019Q4
USA,p2,Monthly,Offline,Y,Medium,N,N,5,3.0,107.99,78.14371318,77.42,2020Q1
Japan,p1,Annual,Digital,Y,Medium,N,N,1,6.0,24.37,85.18855275,81.43,2020Q3
India,p2,Annual,Digital,Y,Low,Y,Y,5,4.015645028,5.230110912,80.09475008,69.55380936,2019Q3
India,p1,Annual,Offline,Y,Medium,Y,Y,1,7.0,7.7106,81.0433262,77.53,2020Q2
India,p2,Annual,Digital,Y,Medium,N,Y,2,7.0,9.9,71.13467856,71.0,2020Q1
USA,p1,Annual,Offline,N,Medium,Y,Y,3,5.0,23.7405,79.27069779,78.225,2020Q1
USA,p1,Annual,Digital,N,High,Y,Y,1,7.0,25.9207,75.3247053,74.36,2019Q4
Japan,p2,Bi-annual,Offline,Y,Low,N,Y,1,6.0,37.99,89.70274316,91.0,2020Q1
Japan,p1,Annual,Digital,Y,Low,N,Y,3,6.0,25.34,81.78103596,82.15,2020Q3
India,p2,Monthly,Digital,Y,High,N,Y,3,4.0,13.44,76.39243743,71.55,2019Q4
USA,p2,Monthly,Digital,N,High,N,N,1,5.0,47.2,75.47622657,72.82,2020Q2
USA,p2,Monthly,Digital,Y,High,N,N,4,4.988109037,53.14149285,72.87356207,76.56286502,2019Q2
Japan,p2,Monthly,Digital,N,Low,N,Y,1,7.0,38.73,81.66238809,80.51,2020Q2
India,p2,Monthly,Digital,N,Low,N,Y,1,4.0,17.99,63.90030113,65.5,2020Q1
India,p1,Monthly,Digital,Y,High,Y,Y,2,6.021536488,7.847394625,63.42289305,63.10042019,2019Q3
India,p1,Monthly,Offline,N,Low,N,Y,3,4.0,5.72,65.28484057,67.27,2020Q2
India,p1,Annual,Offline,Y,High,Y,N,5,4.016225542,8.320214221,63.72262142,74.29813845,2019Q1
Japan,p2,Monthly,Offline,N,Medium,N,N,5,4.512273956,25.85461544,82.97442446,83.68656731,2019Q1
Japan,p1,Annual,Digital,Y,Low,N,N,1,4.0,23.28,79.74599902,82.03,2019Q4
Japan,p2,Annual,Digital,N,Low,N,Y,3,7.0,27.37,89.95118234,89.62,2020Q2
Japan,p2,Bi-annual,Offline,N,Low,N,Y,3,6.0,29.56,91.41902259,87.93,2020Q3
Japan,p1,Bi-annual,Digital,Y,High,N,Y,5,6.0,22.6,89.29146087,90.39,2020Q2
USA,p1,Monthly,Offline,Y,Low,N,Y,1,4.0,68.65,69.72921714,68.84,2019Q4
USA,p1,Monthly,Digital,N,Low,Y,N,0,3.0,30.2907,66.10018924,66.2833,2020Q2
USA,p1,Annual,Digital,N,Medium,N,N,2,3.0,24.99,67.36938174,70.07,2020Q1
India,p1,Annual,Digital,N,Low,N,Y,2,5.0,5.82,65.70458741,64.67,2019Q4
India,p1,Annual,Offline,Y,Medium,Y,N,5,5.0,7.8906,74.88709831,75.8236,2019Q4
USA,p2,Annual,Digital,N,Low,Y,Y,5,6.010535422,26.42998367,77.15738419,62.63198444,2018Q4
USA,p2,Annual,Digital,Y,Medium,N,N,2,5.0,89.99,76.95602643,75.46,2020Q1
India,p2,Monthly,Offline,N,High,N,Y,5,5.0,18.0,75.1632955,72.99,2020Q2
USA,p2,Monthly,Offline,Y,Medium,Y,Y,5,5.0,102.4706,79.23303101,82.78,2019Q4
USA,p1,Monthly,Digital,Y,High,N,N,4,3.014711238,46.74621765,75.58144557,75.9145292,2019Q2
Japan,p1,Bi-annual,Digital,N,Low,N,N,5,6.0,13.49,88.22697422,86.24,2020Q1
USA,p2,Monthly,Offline,Y,Medium,N,Y,2,6.0,107.99,78.61369502,75.5,2020Q1
USA,p1,Annual,Digital,Y,Low,Y,Y,5,3.0,50.0406,82.38332635,81.15,2019Q4
India,p2,Monthly,Offline,Y,Medium,Y,Y,3,4.0,11.2707,81.65517839,77.85,2019Q4
Japan,p1,Bi-annual,Offline,N,Low,N,Y,5,7.018831366,37.95104742,85.75333751,83.76143972,2019Q3
Japan,p2,Bi-annual,Digital,N,Medium,N,Y,4,6.0,26.99,89.9479326,91.5,2020Q1
Japan,p1,Monthly,Digital,Y,Low,N,Y,1,4.0,27.99,72.8649604,76.5,2020Q1
India,p2,Annual,Offline,Y,Low,N,N,1,4.98824074,9.452774291,64.22030275,70.68430602,2019Q3
USA,p1,Monthly,Digital,Y,Medium,Y,Y,3,4.0,62.0905,79.33746179,73.575,2020Q3
Japan,p2,Annual,Digital,Y,Low,N,Y,5,7.01181274,41.35913341,91.43650241,93.57585617,2018Q4
India,p1,Monthly,Digital,N,Medium,Y,Y,3,2.0,6.4106,64.28492156,66.94,2019Q4
Japan,p1,Monthly,Digital,N,High,N,Y,3,6.0,16.89,86.91294767,80.6,2020Q2
Japan,p1,Annual,Offline,N,Medium,N,Y,5,5.0,17.44,82.82724273,82.55,2020Q3
Japan,p2,Monthly,Digital,N,High,N,Y,2,3.0,34.59,86.48379708,88.4,2020Q2
Japan,p1,Monthly,Digital,Y,Low,N,N,3,6.0,25.48,80.45035433,80.42,2020Q3
India,p2,Monthly,Offline,N,Medium,Y,Y,3,6.017928455,12.81737118,78.47227017,73.93004233,2019Q3
Japan,p2,Annual,Digital,N,High,N,N,2,7.000590498,37.63534702,81.99674696,80.38661638,2018Q4
India,p2,Annual,Offline,Y,Low,Y,N,3,6.0,13.607,77.44204996,73.1964,2019Q4
Japan,p2,Monthly,Digital,N,High,N,Y,2,6.0,35.99,84.2291446,87.0,2020Q1
India,p1,Annual,Digital,Y,Medium,N,N,3,3.0,7.82,68.38374705,64.39,2020Q3
Japan,p2,Monthly,Offline,N,Medium,N,N,3,6.0,35.99,83.25884198,84.77,2020Q1
USA,p2,Monthly,Digital,Y,High,Y,Y,5,5.00556694,102.2235118,80.19716037,77.82175394,2018Q4
Japan,p1,Annual,Offline,Y,Low,N,Y,2,5.0,20.62,86.89689128,87.37,2020Q3
Japan,p1,Monthly,Digital,Y,Low,N,Y,4,7.093104614,17.86567966,75.27321335,80.16868597,2019Q2
India,p2,Monthly,Digital,Y,Low,Y,Y,2,5.0,12.6107,73.32171627,71.4275,2020Q3
India,p2,Annual,Digital,N,Low,Y,Y,4,4.0,14.341,78.63789778,75.325,2020Q2
India,p2,Annual,Digital,Y,Low,N,Y,4,6.0,7.84,71.56118579,73.06,2020Q2
Japan,p1,Annual,Digital,N,High,N,N,5,5.0,14.99,85.24417085,82.81,2020Q1
Japan,p1,Bi-annual,Offline,Y,Medium,N,Y,5,4.0,20.99,88.6043644,89.0,2020Q1
India,p1,Monthly,Offline,N,Medium,N,N,5,3.0,9.14,61.87055093,64.0,2020Q2
Japan,p2,Bi-annual,Offline,N,High,N,Y,5,8.0,26.99,95.0,93.5,2020Q1
Japan,p1,Annual,Offline,N,Low,N,Y,3,6.017904233,23.9690993,72.31863818,86.33978608,2019Q1
India,p2,Annual,Offline,Y,High,Y,Y,5,3.0,8.91,87.7233498,84.15,2020Q1
India,p1,Annual,Offline,N,Low,N,Y,2,5.0,8.16,66.18654504,66.33,2020Q2
Japan,p1,Annual,Digital,Y,Low,Y,Y,4,5.01347352,19.82451738,76.28781304,75.04589856,2018Q4
Japan,p2,Monthly,Offline,N,Medium,N,Y,5,5.0,35.99,87.19809246,87.5,2020Q1
India,p2,Monthly,Offline,N,High,Y,Y,4,5.0,13.371,84.48954945,83.12,2020Q3
Japan,p1,Monthly,Digital,Y,High,N,N,3,5.996658106,22.28944328,84.92189805,84.84441339,2019Q3
India,p1,Monthly,Digital,Y,Low,Y,Y,1,4.000898591,7.88648754,67.06542138,62.91641825,2019Q3
USA,p2,Annual,Digital,N,Medium,N,Y,3,5.0,42.13,76.0998607,76.86,2020Q3
Japan,p1,Annual,Offline,Y,Medium,N,Y,3,7.0,20.68,87.3978174,88.81,2019Q4
India,p2,Monthly,Offline,Y,Low,N,N,3,5.992156734,33.47654869,77.19520288,85.10234721,2018Q4
USA,p1,Annual,Offline,Y,Low,Y,Y,5,4.0,49.7407,78.87494167,83.255,2020Q3
USA,p2,Annual,Digital,N,Medium,N,N,5,4.0,39.99,78.73881426,77.42,2020Q1
USA,p2,Annual,Offline,N,High,N,N,5,6.0,40.26,76.62439145,80.58,2020Q2
USA,p2,Monthly,Offline,Y,Low,N,Y,1,4.004958754,53.76535326,78.11755845,72.3841827,2019Q2
Japan,p1,Annual,Digital,Y,Low,N,N,4,6.0,22.99,80.28076522,83.79,2020Q1
Japan,p1,Annual,Digital,N,Medium,N,N,1,4.0,13.75,82.41385832,81.6,2020Q3
Japan,p2,Bi-annual,Offline,N,Low,N,Y,4,4.0,29.68,86.85894848,87.81,2019Q4
India,p1,Annual,Digital,N,Low,N,Y,2,4.0,5.99,65.17529407,62.0,2020Q1
USA,p1,Annual,Digital,N,Medium,N,Y,4,6.000314882,7.270327362,78.69948554,76.9951254,2019Q2
India,p2,Monthly,Offline,N,High,Y,Y,1,6.0,17.0905,73.63414381,73.5,2020Q1
India,p2,Monthly,Digital,N,Low,N,Y,5,5.0,15.21,72.88987613,69.53,2020Q3
India,p1,Annual,Digital,Y,High,N,Y,3,6.0,8.83,74.19362146,67.66,2019Q4
India,p1,Monthly,Digital,N,High,Y,N,4,3.0,7.3,71.92654529,65.9232,2019Q4
Japan,p2,Annual,Offline,Y,Medium,N,N,2,6.0,43.18,87.76186212,89.46,2020Q3
USA,p2,Monthly,Digital,N,High,N,Y,4,4.0,47.99,77.43581564,77.5,2020Q1
